from		to				AI-2
Vibrio	;	Phyllobacterium	Vibrio;Phyllobacterium			Vibrio;Phyllobacterium
Vibrio	;	Hungatella	Vibrio;Hungatella			Vibrio;Hungatella
Vibrio	;	Leifsonia	Vibrio;Leifsonia			Vibrio;Leifsonia
Vibrio	;	Micromonospora	Vibrio;Micromonospora			Vibrio;Micromonospora
Vibrio	;	Truepera	Vibrio;Truepera			Vibrio;Truepera
Vibrio	;	Aureimonas	Vibrio;Aureimonas			Vibrio;Aureimonas
Vibrio	;	Gluconacetobacter	Vibrio;Gluconacetobacter			Vibrio;Gluconacetobacter
Vibrio	;	Oscillospira	Vibrio;Oscillospira			Vibrio;Oscillospira
Vibrio	;	Tabrizicola	Vibrio;Tabrizicola			Vibrio;Tabrizicola
Vibrio	;	Pantoea	Vibrio;Pantoea			Vibrio;Pantoea
Vibrio	;	Kiloniella	Vibrio;Kiloniella			Vibrio;Kiloniella
Vibrio	;	Caldilinea	Vibrio;Caldilinea			Vibrio;Caldilinea
Vibrio	;	Euzebya	Vibrio;Euzebya			Vibrio;Euzebya
Vibrio	;	Brachybacterium	Vibrio;Brachybacterium			Vibrio;Brachybacterium
Vibrio	;	Pelomonas	Vibrio;Pelomonas			Vibrio;Pelomonas
Vibrio	;	Nonomuraea	Vibrio;Nonomuraea			Vibrio;Nonomuraea
Vibrio	;	Sulfobacillus	Vibrio;Sulfobacillus			Vibrio;Sulfobacillus
Vibrio	;	Virgibacillus	Vibrio;Virgibacillus			Vibrio;Virgibacillus
Vibrio	;	Amycolatopsis	Vibrio;Amycolatopsis			Vibrio;Amycolatopsis
Vibrio	;	Ktedonobacter	Vibrio;Ktedonobacter			Vibrio;Ktedonobacter
Vibrio	;	Serratia	Vibrio;Serratia			Vibrio;Serratia
Vibrio	;	Salmonella	Vibrio;Salmonella			Vibrio;Salmonella
Vibrio	;	Grimontia	Vibrio;Grimontia			Vibrio;Grimontia
Vibrio	;	Labrenzia	Vibrio;Labrenzia			Vibrio;Labrenzia
Vibrio	;	Verminephrobacter	Vibrio;Verminephrobacter			Vibrio;Verminephrobacter
Vibrio	;	Paucibacter	Vibrio;Paucibacter			Vibrio;Paucibacter
Vibrio	;	Actinomadura	Vibrio;Actinomadura			Vibrio;Actinomadura
Vibrio	;	Butyrivibrio	Vibrio;Butyrivibrio			Vibrio;Butyrivibrio
Vibrio	;	Phycisphaera	Vibrio;Phycisphaera			Vibrio;Phycisphaera
Vibrio	;	Sporichthya	Vibrio;Sporichthya			Vibrio;Sporichthya
Vibrio	;	Pandoraea	Vibrio;Pandoraea			Vibrio;Pandoraea
Vibrio	;	Photorhabdus	Vibrio;Photorhabdus			Vibrio;Photorhabdus
Vibrio	;	Aeribacillus	Vibrio;Aeribacillus			Vibrio;Aeribacillus
Vibrio	;	Thermobifida	Vibrio;Thermobifida			Vibrio;Thermobifida
Vibrio	;	Tepidanaerobacter	Vibrio;Tepidanaerobacter			Vibrio;Tepidanaerobacter
Vibrio	;	Oceanobacillus	Vibrio;Oceanobacillus			Vibrio;Oceanobacillus
Vibrio	;	Thalassospira	Vibrio;Thalassospira			Vibrio;Thalassospira
Vibrio	;	Telmatospirillum	Vibrio;Telmatospirillum			Vibrio;Telmatospirillum
Vibrio	;	Succinivibrio	Vibrio;Succinivibrio			Vibrio;Succinivibrio
Vibrio	;	Selenomonas	Vibrio;Selenomonas			Vibrio;Selenomonas
Vibrio	;	Robinsoniella	Vibrio;Robinsoniella			Vibrio;Robinsoniella
Vibrio	;	Pseudobutyrivibrio	Vibrio;Pseudobutyrivibrio			Vibrio;Pseudobutyrivibrio
Vibrio	;	Planctomyces	Vibrio;Planctomyces			Vibrio;Planctomyces
Vibrio	;	Pasteurella	Vibrio;Pasteurella			Vibrio;Pasteurella
Vibrio	;	Oceanisphaera	Vibrio;Oceanisphaera			Vibrio;Oceanisphaera
Vibrio	;	Morganella	Vibrio;Morganella			Vibrio;Morganella
Vibrio	;	Mesotoga	Vibrio;Mesotoga			Vibrio;Mesotoga
Vibrio	;	Leptolinea	Vibrio;Leptolinea			Vibrio;Leptolinea
Vibrio	;	Haemophilus	Vibrio;Haemophilus			Vibrio;Haemophilus
Vibrio	;	Geosporobacter	Vibrio;Geosporobacter			Vibrio;Geosporobacter
Vibrio	;	Fretibacterium	Vibrio;Fretibacterium			Vibrio;Fretibacterium
Vibrio	;	Fervidobacterium	Vibrio;Fervidobacterium			Vibrio;Fervidobacterium
Vibrio	;	Dorea	Vibrio;Dorea			Vibrio;Dorea
Vibrio	;	Dictyoglomus	Vibrio;Dictyoglomus			Vibrio;Dictyoglomus
Vibrio	;	Candidatus Latescibacter	Vibrio;Candidatus Latescibacter			Vibrio;Candidatus Latescibacter
Vibrio	;	Blastopirellula	Vibrio;Blastopirellula			Vibrio;Blastopirellula
Vibrio	;	Aggregatibacter	Vibrio;Aggregatibacter			Vibrio;Aggregatibacter
Treponema	;	Halomonas	Treponema;Halomonas			Treponema;Halomonas
Treponema	;	Acinetobacter	Treponema;Acinetobacter			Treponema;Acinetobacter
Treponema	;	Aeromonas	Treponema;Aeromonas			Treponema;Aeromonas
Treponema	;	Desulfovibrio	Treponema;Desulfovibrio			Treponema;Desulfovibrio
Treponema	;	Nitrospira	Treponema;Nitrospira			Treponema;Nitrospira
Treponema	;	Pseudomonas	Treponema;Pseudomonas			Treponema;Pseudomonas
Treponema	;	Rhodobacter	Treponema;Rhodobacter			Treponema;Rhodobacter
Treponema	;	Opitutus	Treponema;Opitutus			Treponema;Opitutus
Treponema	;	Raoultella	Treponema;Raoultella			Treponema;Raoultella
Treponema	;	Klebsiella	Treponema;Klebsiella			Treponema;Klebsiella
Treponema	;	Enterococcus	Treponema;Enterococcus			Treponema;Enterococcus
Treponema	;	Enterobacter	Treponema;Enterobacter			Treponema;Enterobacter
Treponema	;	Streptococcus	Treponema;Streptococcus			Treponema;Streptococcus
Treponema	;	Roseomonas	Treponema;Roseomonas			Treponema;Roseomonas
Treponema	;	Rhizobium	Treponema;Rhizobium			Treponema;Rhizobium
Treponema	;	Rhizobacter	Treponema;Rhizobacter			Treponema;Rhizobacter
Treponema	;	Mycobacterium	Treponema;Mycobacterium			Treponema;Mycobacterium
Treponema	;	Blautia	Treponema;Blautia			Treponema;Blautia
Treponema	;	Bacillus	Treponema;Bacillus			Treponema;Bacillus
Treponema	;	Gemmobacter	Treponema;Gemmobacter			Treponema;Gemmobacter
Treponema	;	Anaerolinea	Treponema;Anaerolinea			Treponema;Anaerolinea
Treponema	;	Nitratireductor	Treponema;Nitratireductor			Treponema;Nitratireductor
Treponema	;	Staphylococcus	Treponema;Staphylococcus			Treponema;Staphylococcus
Treponema	;	Actinomyces	Treponema;Actinomyces			Treponema;Actinomyces
Treponema	;	Burkholderia	Treponema;Burkholderia			Treponema;Burkholderia
Treponema	;	Nakamurella	Treponema;Nakamurella			Treponema;Nakamurella
Treponema	;	Lachnospira	Treponema;Lachnospira			Treponema;Lachnospira
Treponema	;	Shinella	Treponema;Shinella			Treponema;Shinella
Treponema	;	Arthrobacter	Treponema;Arthrobacter			Treponema;Arthrobacter
Treponema	;	Paenibacillus	Treponema;Paenibacillus			Treponema;Paenibacillus
Treponema	;	Ensifer	Treponema;Ensifer			Treponema;Ensifer
Treponema	;	Delftia	Treponema;Delftia			Treponema;Delftia
Treponema	;	Ruminiclostridium	Treponema;Ruminiclostridium			Treponema;Ruminiclostridium
Treponema	;	Brevibacillus	Treponema;Brevibacillus			Treponema;Brevibacillus
Treponema	;	Desulfobacter	Treponema;Desulfobacter			Treponema;Desulfobacter
Treponema	;	Leucobacter	Treponema;Leucobacter			Treponema;Leucobacter
Treponema	;	Microbacter	Treponema;Microbacter			Treponema;Microbacter
Treponema	;	Rhodopirellula	Treponema;Rhodopirellula			Treponema;Rhodopirellula
Treponema	;	Veillonella	Treponema;Veillonella			Treponema;Veillonella
Treponema	;	Leptospira	Treponema;Leptospira			Treponema;Leptospira
Treponema	;	Mesorhizobium	Treponema;Mesorhizobium			Treponema;Mesorhizobium
Treponema	;	Ochrobactrum	Treponema;Ochrobactrum			Treponema;Ochrobactrum
Treponema	;	Pedosphaera	Treponema;Pedosphaera			Treponema;Pedosphaera
Treponema	;	Georgenia	Treponema;Georgenia			Treponema;Georgenia
Treponema	;	Rubrobacter	Treponema;Rubrobacter			Treponema;Rubrobacter
Treponema	;	Methylobacter	Treponema;Methylobacter			Treponema;Methylobacter
Treponema	;	Microbacterium	Treponema;Microbacterium			Treponema;Microbacterium
Treponema	;	Streptomyces	Treponema;Streptomyces			Treponema;Streptomyces
Treponema	;	Candidatus Caldatribacterium	Treponema;Candidatus Caldatribacterium			Treponema;Candidatus Caldatribacterium
Treponema	;	Eubacterium	Treponema;Eubacterium			Treponema;Eubacterium
Treponema	;	Acetobacter	Treponema;Acetobacter			Treponema;Acetobacter
Treponema	;	Kaistia	Treponema;Kaistia			Treponema;Kaistia
Treponema	;	Cohaesibacter	Treponema;Cohaesibacter			Treponema;Cohaesibacter
Treponema	;	Pseudonocardia	Treponema;Pseudonocardia			Treponema;Pseudonocardia
Treponema	;	Oxalobacter	Treponema;Oxalobacter			Treponema;Oxalobacter
Treponema	;	Thioclava	Treponema;Thioclava			Treponema;Thioclava
Treponema	;	Atopobium	Treponema;Atopobium			Treponema;Atopobium
Treponema	;	Oscillibacter	Treponema;Oscillibacter			Treponema;Oscillibacter
Treponema	;	Tessaracoccus	Treponema;Tessaracoccus			Treponema;Tessaracoccus
Treponema	;	Providencia	Treponema;Providencia			Treponema;Providencia
Treponema	;	Olsenella	Treponema;Olsenella			Treponema;Olsenella
Treponema	;	Sphaerochaeta	Treponema;Sphaerochaeta			Treponema;Sphaerochaeta
Treponema	;	Acidiphilium	Treponema;Acidiphilium			Treponema;Acidiphilium
Treponema	;	Starkeya	Treponema;Starkeya			Treponema;Starkeya
Treponema	;	Phyllobacterium	Treponema;Phyllobacterium			Treponema;Phyllobacterium
Treponema	;	Hungatella	Treponema;Hungatella			Treponema;Hungatella
Treponema	;	Leifsonia	Treponema;Leifsonia			Treponema;Leifsonia
Treponema	;	Micromonospora	Treponema;Micromonospora			Treponema;Micromonospora
Treponema	;	Truepera	Treponema;Truepera			Treponema;Truepera
Treponema	;	Aureimonas	Treponema;Aureimonas			Treponema;Aureimonas
Treponema	;	Gluconacetobacter	Treponema;Gluconacetobacter			Treponema;Gluconacetobacter
Treponema	;	Oscillospira	Treponema;Oscillospira			Treponema;Oscillospira
Treponema	;	Tabrizicola	Treponema;Tabrizicola			Treponema;Tabrizicola
Treponema	;	Pantoea	Treponema;Pantoea			Treponema;Pantoea
Treponema	;	Kiloniella	Treponema;Kiloniella			Treponema;Kiloniella
Treponema	;	Caldilinea	Treponema;Caldilinea			Treponema;Caldilinea
Treponema	;	Euzebya	Treponema;Euzebya			Treponema;Euzebya
Treponema	;	Brachybacterium	Treponema;Brachybacterium			Treponema;Brachybacterium
Treponema	;	Pelomonas	Treponema;Pelomonas			Treponema;Pelomonas
Treponema	;	Nonomuraea	Treponema;Nonomuraea			Treponema;Nonomuraea
Treponema	;	Sulfobacillus	Treponema;Sulfobacillus			Treponema;Sulfobacillus
Treponema	;	Virgibacillus	Treponema;Virgibacillus			Treponema;Virgibacillus
Treponema	;	Amycolatopsis	Treponema;Amycolatopsis			Treponema;Amycolatopsis
Treponema	;	Ktedonobacter	Treponema;Ktedonobacter			Treponema;Ktedonobacter
Treponema	;	Serratia	Treponema;Serratia			Treponema;Serratia
Treponema	;	Salmonella	Treponema;Salmonella			Treponema;Salmonella
Treponema	;	Grimontia	Treponema;Grimontia			Treponema;Grimontia
Treponema	;	Labrenzia	Treponema;Labrenzia			Treponema;Labrenzia
Treponema	;	Verminephrobacter	Treponema;Verminephrobacter			Treponema;Verminephrobacter
Treponema	;	Paucibacter	Treponema;Paucibacter			Treponema;Paucibacter
Treponema	;	Actinomadura	Treponema;Actinomadura			Treponema;Actinomadura
Treponema	;	Butyrivibrio	Treponema;Butyrivibrio			Treponema;Butyrivibrio
Treponema	;	Phycisphaera	Treponema;Phycisphaera			Treponema;Phycisphaera
Treponema	;	Sporichthya	Treponema;Sporichthya			Treponema;Sporichthya
Treponema	;	Pandoraea	Treponema;Pandoraea			Treponema;Pandoraea
Treponema	;	Photorhabdus	Treponema;Photorhabdus			Treponema;Photorhabdus
Treponema	;	Aeribacillus	Treponema;Aeribacillus			Treponema;Aeribacillus
Treponema	;	Thermobifida	Treponema;Thermobifida			Treponema;Thermobifida
Treponema	;	Tepidanaerobacter	Treponema;Tepidanaerobacter			Treponema;Tepidanaerobacter
Treponema	;	Oceanobacillus	Treponema;Oceanobacillus			Treponema;Oceanobacillus
Treponema	;	Thalassospira	Treponema;Thalassospira			Treponema;Thalassospira
Treponema	;	Telmatospirillum	Treponema;Telmatospirillum			Treponema;Telmatospirillum
Treponema	;	Succinivibrio	Treponema;Succinivibrio			Treponema;Succinivibrio
Treponema	;	Selenomonas	Treponema;Selenomonas			Treponema;Selenomonas
Treponema	;	Robinsoniella	Treponema;Robinsoniella			Treponema;Robinsoniella
Treponema	;	Pseudobutyrivibrio	Treponema;Pseudobutyrivibrio			Treponema;Pseudobutyrivibrio
Treponema	;	Planctomyces	Treponema;Planctomyces			Treponema;Planctomyces
Treponema	;	Pasteurella	Treponema;Pasteurella			Treponema;Pasteurella
Treponema	;	Oceanisphaera	Treponema;Oceanisphaera			Treponema;Oceanisphaera
Treponema	;	Morganella	Treponema;Morganella			Treponema;Morganella
Treponema	;	Mesotoga	Treponema;Mesotoga			Treponema;Mesotoga
Treponema	;	Leptolinea	Treponema;Leptolinea			Treponema;Leptolinea
Treponema	;	Haemophilus	Treponema;Haemophilus			Treponema;Haemophilus
Treponema	;	Geosporobacter	Treponema;Geosporobacter			Treponema;Geosporobacter
Treponema	;	Fretibacterium	Treponema;Fretibacterium			Treponema;Fretibacterium
Treponema	;	Fervidobacterium	Treponema;Fervidobacterium			Treponema;Fervidobacterium
Treponema	;	Dorea	Treponema;Dorea			Treponema;Dorea
Treponema	;	Dictyoglomus	Treponema;Dictyoglomus			Treponema;Dictyoglomus
Treponema	;	Candidatus Latescibacter	Treponema;Candidatus Latescibacter			Treponema;Candidatus Latescibacter
Treponema	;	Blastopirellula	Treponema;Blastopirellula			Treponema;Blastopirellula
Treponema	;	Aggregatibacter	Treponema;Aggregatibacter			Treponema;Aggregatibacter
Thermus	;	Halomonas	Thermus;Halomonas			Thermus;Halomonas
Thermus	;	Acinetobacter	Thermus;Acinetobacter			Thermus;Acinetobacter
Thermus	;	Aeromonas	Thermus;Aeromonas			Thermus;Aeromonas
Thermus	;	Desulfovibrio	Thermus;Desulfovibrio			Thermus;Desulfovibrio
Thermus	;	Nitrospira	Thermus;Nitrospira			Thermus;Nitrospira
Thermus	;	Pseudomonas	Thermus;Pseudomonas			Thermus;Pseudomonas
Thermus	;	Rhodobacter	Thermus;Rhodobacter			Thermus;Rhodobacter
Thermus	;	Opitutus	Thermus;Opitutus			Thermus;Opitutus
Thermus	;	Raoultella	Thermus;Raoultella			Thermus;Raoultella
Thermus	;	Klebsiella	Thermus;Klebsiella			Thermus;Klebsiella
Thermus	;	Enterococcus	Thermus;Enterococcus			Thermus;Enterococcus
Thermus	;	Enterobacter	Thermus;Enterobacter			Thermus;Enterobacter
Thermus	;	Streptococcus	Thermus;Streptococcus			Thermus;Streptococcus
Thermus	;	Roseomonas	Thermus;Roseomonas			Thermus;Roseomonas
Thermus	;	Rhizobium	Thermus;Rhizobium			Thermus;Rhizobium
Thermus	;	Rhizobacter	Thermus;Rhizobacter			Thermus;Rhizobacter
Thermus	;	Mycobacterium	Thermus;Mycobacterium			Thermus;Mycobacterium
Thermus	;	Blautia	Thermus;Blautia			Thermus;Blautia
Thermus	;	Bacillus	Thermus;Bacillus			Thermus;Bacillus
Thermus	;	Gemmobacter	Thermus;Gemmobacter			Thermus;Gemmobacter
Thermus	;	Anaerolinea	Thermus;Anaerolinea			Thermus;Anaerolinea
Thermus	;	Nitratireductor	Thermus;Nitratireductor			Thermus;Nitratireductor
Thermus	;	Staphylococcus	Thermus;Staphylococcus			Thermus;Staphylococcus
Thermus	;	Actinomyces	Thermus;Actinomyces			Thermus;Actinomyces
Thermus	;	Burkholderia	Thermus;Burkholderia			Thermus;Burkholderia
Thermus	;	Nakamurella	Thermus;Nakamurella			Thermus;Nakamurella
Thermus	;	Lachnospira	Thermus;Lachnospira			Thermus;Lachnospira
Thermus	;	Shinella	Thermus;Shinella			Thermus;Shinella
Thermus	;	Arthrobacter	Thermus;Arthrobacter			Thermus;Arthrobacter
Thermus	;	Paenibacillus	Thermus;Paenibacillus			Thermus;Paenibacillus
Thermus	;	Ensifer	Thermus;Ensifer			Thermus;Ensifer
Thermus	;	Delftia	Thermus;Delftia			Thermus;Delftia
Thermus	;	Ruminiclostridium	Thermus;Ruminiclostridium			Thermus;Ruminiclostridium
Thermus	;	Brevibacillus	Thermus;Brevibacillus			Thermus;Brevibacillus
Thermus	;	Desulfobacter	Thermus;Desulfobacter			Thermus;Desulfobacter
Thermus	;	Xanthomonas	Thermus;Xanthomonas			Thermus;Xanthomonas
Thermus	;	Leucobacter	Thermus;Leucobacter			Thermus;Leucobacter
Thermus	;	Microbacter	Thermus;Microbacter			Thermus;Microbacter
Thermus	;	Rhodopirellula	Thermus;Rhodopirellula			Thermus;Rhodopirellula
Thermus	;	Veillonella	Thermus;Veillonella			Thermus;Veillonella
Thermus	;	Leptospira	Thermus;Leptospira			Thermus;Leptospira
Thermus	;	Mesorhizobium	Thermus;Mesorhizobium			Thermus;Mesorhizobium
Thermus	;	Ochrobactrum	Thermus;Ochrobactrum			Thermus;Ochrobactrum
Thermus	;	Pedosphaera	Thermus;Pedosphaera			Thermus;Pedosphaera
Thermus	;	Georgenia	Thermus;Georgenia			Thermus;Georgenia
Thermus	;	Rubrobacter	Thermus;Rubrobacter			Thermus;Rubrobacter
Thermus	;	Methylobacter	Thermus;Methylobacter			Thermus;Methylobacter
Thermus	;	Microbacterium	Thermus;Microbacterium			Thermus;Microbacterium
Thermus	;	Treponema	Thermus;Treponema			Thermus;Treponema
Thermus	;	Streptomyces	Thermus;Streptomyces			Thermus;Streptomyces
Thermus	;	Candidatus Caldatribacterium	Thermus;Candidatus Caldatribacterium			Thermus;Candidatus Caldatribacterium
Thermus	;	Eubacterium	Thermus;Eubacterium			Thermus;Eubacterium
Thermus	;	Acetobacter	Thermus;Acetobacter			Thermus;Acetobacter
Thermus	;	Kaistia	Thermus;Kaistia			Thermus;Kaistia
Thermus	;	Cohaesibacter	Thermus;Cohaesibacter			Thermus;Cohaesibacter
Thermus	;	Pseudonocardia	Thermus;Pseudonocardia			Thermus;Pseudonocardia
Thermus	;	Oxalobacter	Thermus;Oxalobacter			Thermus;Oxalobacter
Thermus	;	Thioclava	Thermus;Thioclava			Thermus;Thioclava
Thermus	;	Atopobium	Thermus;Atopobium			Thermus;Atopobium
Thermus	;	Oscillibacter	Thermus;Oscillibacter			Thermus;Oscillibacter
Thermus	;	Tessaracoccus	Thermus;Tessaracoccus			Thermus;Tessaracoccus
Thermus	;	Providencia	Thermus;Providencia			Thermus;Providencia
Thermus	;	Olsenella	Thermus;Olsenella			Thermus;Olsenella
Thermus	;	Sphaerochaeta	Thermus;Sphaerochaeta			Thermus;Sphaerochaeta
Thermus	;	Acidiphilium	Thermus;Acidiphilium			Thermus;Acidiphilium
Thermus	;	Starkeya	Thermus;Starkeya			Thermus;Starkeya
Thermus	;	Phyllobacterium	Thermus;Phyllobacterium			Thermus;Phyllobacterium
Thermus	;	Vibrio	Thermus;Vibrio			Thermus;Vibrio
Thermus	;	Hungatella	Thermus;Hungatella			Thermus;Hungatella
Thermus	;	Leifsonia	Thermus;Leifsonia			Thermus;Leifsonia
Thermus	;	Micromonospora	Thermus;Micromonospora			Thermus;Micromonospora
Thermus	;	Truepera	Thermus;Truepera			Thermus;Truepera
Thermus	;	Aureimonas	Thermus;Aureimonas			Thermus;Aureimonas
Thermus	;	Gluconacetobacter	Thermus;Gluconacetobacter			Thermus;Gluconacetobacter
Thermus	;	Oscillospira	Thermus;Oscillospira			Thermus;Oscillospira
Thermus	;	Tabrizicola	Thermus;Tabrizicola			Thermus;Tabrizicola
Thermus	;	Pantoea	Thermus;Pantoea			Thermus;Pantoea
Thermus	;	Kiloniella	Thermus;Kiloniella			Thermus;Kiloniella
Thermus	;	Caldilinea	Thermus;Caldilinea			Thermus;Caldilinea
Thermus	;	Euzebya	Thermus;Euzebya			Thermus;Euzebya
Thermus	;	Brachybacterium	Thermus;Brachybacterium			Thermus;Brachybacterium
Thermus	;	Pelomonas	Thermus;Pelomonas			Thermus;Pelomonas
Thermus	;	Nonomuraea	Thermus;Nonomuraea			Thermus;Nonomuraea
Thermus	;	Sulfobacillus	Thermus;Sulfobacillus			Thermus;Sulfobacillus
Thermus	;	Virgibacillus	Thermus;Virgibacillus			Thermus;Virgibacillus
Thermus	;	Amycolatopsis	Thermus;Amycolatopsis			Thermus;Amycolatopsis
Thermus	;	Ktedonobacter	Thermus;Ktedonobacter			Thermus;Ktedonobacter
Thermus	;	Serratia	Thermus;Serratia			Thermus;Serratia
Thermus	;	Salmonella	Thermus;Salmonella			Thermus;Salmonella
Thermus	;	Grimontia	Thermus;Grimontia			Thermus;Grimontia
Thermus	;	Labrenzia	Thermus;Labrenzia			Thermus;Labrenzia
Thermus	;	Verminephrobacter	Thermus;Verminephrobacter			Thermus;Verminephrobacter
Thermus	;	Paucibacter	Thermus;Paucibacter			Thermus;Paucibacter
Thermus	;	Actinomadura	Thermus;Actinomadura			Thermus;Actinomadura
Thermus	;	Yersinia	Thermus;Yersinia			Thermus;Yersinia
Thermus	;	Butyrivibrio	Thermus;Butyrivibrio			Thermus;Butyrivibrio
Thermus	;	Phycisphaera	Thermus;Phycisphaera			Thermus;Phycisphaera
Thermus	;	Sporichthya	Thermus;Sporichthya			Thermus;Sporichthya
Thermus	;	Pandoraea	Thermus;Pandoraea			Thermus;Pandoraea
Thermus	;	Photorhabdus	Thermus;Photorhabdus			Thermus;Photorhabdus
Thermus	;	Aeribacillus	Thermus;Aeribacillus			Thermus;Aeribacillus
Thermus	;	Thermobifida	Thermus;Thermobifida			Thermus;Thermobifida
Thermus	;	Tepidanaerobacter	Thermus;Tepidanaerobacter			Thermus;Tepidanaerobacter
Thermus	;	Oceanobacillus	Thermus;Oceanobacillus			Thermus;Oceanobacillus
Thermus	;	Thalassospira	Thermus;Thalassospira			Thermus;Thalassospira
Thermus	;	Telmatospirillum	Thermus;Telmatospirillum			Thermus;Telmatospirillum
Thermus	;	Succinivibrio	Thermus;Succinivibrio			Thermus;Succinivibrio
Thermus	;	Selenomonas	Thermus;Selenomonas			Thermus;Selenomonas
Thermus	;	Robinsoniella	Thermus;Robinsoniella			Thermus;Robinsoniella
Thermus	;	Pseudobutyrivibrio	Thermus;Pseudobutyrivibrio			Thermus;Pseudobutyrivibrio
Thermus	;	Planctomyces	Thermus;Planctomyces			Thermus;Planctomyces
Thermus	;	Pasteurella	Thermus;Pasteurella			Thermus;Pasteurella
Thermus	;	Oceanisphaera	Thermus;Oceanisphaera			Thermus;Oceanisphaera
Thermus	;	Morganella	Thermus;Morganella			Thermus;Morganella
Thermus	;	Mesotoga	Thermus;Mesotoga			Thermus;Mesotoga
Thermus	;	Leptolinea	Thermus;Leptolinea			Thermus;Leptolinea
Thermus	;	Haemophilus	Thermus;Haemophilus			Thermus;Haemophilus
Thermus	;	Geosporobacter	Thermus;Geosporobacter			Thermus;Geosporobacter
Thermus	;	Fretibacterium	Thermus;Fretibacterium			Thermus;Fretibacterium
Thermus	;	Fervidobacterium	Thermus;Fervidobacterium			Thermus;Fervidobacterium
Thermus	;	Dorea	Thermus;Dorea			Thermus;Dorea
Thermus	;	Dictyoglomus	Thermus;Dictyoglomus			Thermus;Dictyoglomus
Thermus	;	Candidatus Latescibacter	Thermus;Candidatus Latescibacter			Thermus;Candidatus Latescibacter
Thermus	;	Blastopirellula	Thermus;Blastopirellula			Thermus;Blastopirellula
Thermus	;	Aggregatibacter	Thermus;Aggregatibacter			Thermus;Aggregatibacter
Thermobifida	;	Halomonas	Thermobifida;Halomonas			Thermobifida;Halomonas
Thermobifida	;	Acinetobacter	Thermobifida;Acinetobacter			Thermobifida;Acinetobacter
Thermobifida	;	Aeromonas	Thermobifida;Aeromonas			Thermobifida;Aeromonas
Thermobifida	;	Desulfovibrio	Thermobifida;Desulfovibrio			Thermobifida;Desulfovibrio
Thermobifida	;	Nitrospira	Thermobifida;Nitrospira			Thermobifida;Nitrospira
Thermobifida	;	Pseudomonas	Thermobifida;Pseudomonas			Thermobifida;Pseudomonas
Thermobifida	;	Rhodobacter	Thermobifida;Rhodobacter			Thermobifida;Rhodobacter
Thermobifida	;	Opitutus	Thermobifida;Opitutus			Thermobifida;Opitutus
Thermobifida	;	Raoultella	Thermobifida;Raoultella			Thermobifida;Raoultella
Thermobifida	;	Klebsiella	Thermobifida;Klebsiella			Thermobifida;Klebsiella
Thermobifida	;	Enterococcus	Thermobifida;Enterococcus			Thermobifida;Enterococcus
Thermobifida	;	Enterobacter	Thermobifida;Enterobacter			Thermobifida;Enterobacter
Thermobifida	;	Streptococcus	Thermobifida;Streptococcus			Thermobifida;Streptococcus
Thermobifida	;	Roseomonas	Thermobifida;Roseomonas			Thermobifida;Roseomonas
Thermobifida	;	Rhizobium	Thermobifida;Rhizobium			Thermobifida;Rhizobium
Thermobifida	;	Rhizobacter	Thermobifida;Rhizobacter			Thermobifida;Rhizobacter
Thermobifida	;	Mycobacterium	Thermobifida;Mycobacterium			Thermobifida;Mycobacterium
Thermobifida	;	Blautia	Thermobifida;Blautia			Thermobifida;Blautia
Thermobifida	;	Bacillus	Thermobifida;Bacillus			Thermobifida;Bacillus
Thermobifida	;	Gemmobacter	Thermobifida;Gemmobacter			Thermobifida;Gemmobacter
Thermobifida	;	Anaerolinea	Thermobifida;Anaerolinea			Thermobifida;Anaerolinea
